From	To	Species	Gene Name
LOC111128721	111128721	Crassostrea virginica	DAZ-associated protein 1-like(LOC111128721)
LOC111128723	111128723	Crassostrea virginica	uncharacterized LOC111128723(LOC111128723)
LOC111103422	111103422	Crassostrea virginica	cleavage stimulation factor subunit 3-like(LOC111103422)
LOC111116730	111116730	Crassostrea virginica	receptor-type tyrosine-protein phosphatase delta-like(LOC111116730)
LOC111103429	111103429	Crassostrea virginica	cleavage stimulation factor subunit 3-like(LOC111103429)
LOC111116723	111116723	Crassostrea virginica	uncharacterized LOC111116723(LOC111116723)
LOC111127405	111127405	Crassostrea virginica	monocarboxylate transporter 5-like(LOC111127405)
LOC111103416	111103416	Crassostrea virginica	major egg antigen-like(LOC111103416)
LOC111127406	111127406	Crassostrea virginica	uncharacterized LOC111127406(LOC111127406)
LOC111103414	111103414	Crassostrea virginica	UPF0769 protein C21orf59 homolog(LOC111103414)
LOC111128738	111128738	Crassostrea virginica	tubulin-specific chaperone C-like(LOC111128738)
LOC111103415	111103415	Crassostrea virginica	alpha-crystallin B chain-like(LOC111103415)
LOC111103412	111103412	Crassostrea virginica	dnaJ homolog subfamily B member 13-like(LOC111103412)
LOC111127402	111127402	Crassostrea virginica	solute carrier family 23 member 1-like(LOC111127402)
LOC111127404	111127404	Crassostrea virginica	angiopoietin-4-like(LOC111127404)
LOC111128734	111128734	Crassostrea virginica	delta-like protein 1(LOC111128734)
LOC111127409	111127409	Crassostrea virginica	nose resistant to fluoxetine protein 6-like(LOC111127409)
LOC111103419	111103419	Crassostrea virginica	trihelix transcription factor GTL2-like(LOC111103419)
LOC111116759	111116759	Crassostrea virginica	uncharacterized LOC111116759(LOC111116759)
LOC111115426	111115426	Crassostrea virginica	zinc finger protein 845-like(LOC111115426)
LOC111116758	111116758	Crassostrea virginica	uncharacterized LOC111116758(LOC111116758)
LOC111115424	111115424	Crassostrea virginica	uncharacterized LOC111115424(LOC111115424)
LOC111104771	111104771	Crassostrea virginica	uncharacterized LOC111104771(LOC111104771)
LOC111103449	111103449	Crassostrea virginica	neuronal acetylcholine receptor subunit alpha-6-like(LOC111103449)
LOC111104779	111104779	Crassostrea virginica	uncharacterized LOC111104779(LOC111104779)
LOC111103448	111103448	Crassostrea virginica	probable ATP-dependent RNA helicase DDX10(LOC111103448)
LOC111104778	111104778	Crassostrea virginica	translocator protein-like(LOC111104778)
LOC111128700	111128700	Crassostrea virginica	galactose-1-phosphate uridylyltransferase-like(LOC111128700)
LOC111103445	111103445	Crassostrea virginica	S-adenosylmethionine decarboxylase proenzyme-like(LOC111103445)
LOC111128702	111128702	Crassostrea virginica	tropomyosin-2-like(LOC111128702)
LOC111104775	111104775	Crassostrea virginica	uncharacterized LOC111104775(LOC111104775)
LOC111128701	111128701	Crassostrea virginica	uncharacterized LOC111128701(LOC111128701)
LOC111103444	111103444	Crassostrea virginica	zinc finger with UFM1-specific peptidase domain protein-like(LOC111103444)
LOC111115421	111115421	Crassostrea virginica	sperm-associated antigen 16 protein-like(LOC111115421)
LOC111128709	111128709	Crassostrea virginica	N-terminal kinase-like protein(LOC111128709)
LOC111115416	111115416	Crassostrea virginica	MOB-like protein phocein(LOC111115416)
LOC111116746	111116746	Crassostrea virginica	uncharacterized LOC111116746(LOC111116746)
LOC111116747	111116747	Crassostrea virginica	uncharacterized LOC111116747(LOC111116747)
LOC111115412	111115412	Crassostrea virginica	uncharacterized LOC111115412(LOC111115412)
LOC111103430	111103430	Crassostrea virginica	four and a half LIM domains protein 2-like(LOC111103430)
LOC111115419	111115419	Crassostrea virginica	uncharacterized LOC111115419(LOC111115419)
LOC111104769	111104769	Crassostrea virginica	uncharacterized LOC111104769(LOC111104769)
LOC111103436	111103436	Crassostrea virginica	WD repeat-containing protein 3-like(LOC111103436)
LOC111104767	111104767	Crassostrea virginica	toll-interacting protein-like(LOC111104767)
LOC111128711	111128711	Crassostrea virginica	putative ATP-dependent RNA helicase DHX57(LOC111128711)
LOC111103434	111103434	Crassostrea virginica	cold shock domain-containing protein E1-like(LOC111103434)
LOC111128710	111128710	Crassostrea virginica	tubulin--tyrosine ligase-like(LOC111128710)
LOC111128713	111128713	Crassostrea virginica	uncharacterized LOC111128713(LOC111128713)
LOC111128712	111128712	Crassostrea virginica	3'(2'),5'-bisphosphate nucleotidase 1-like(LOC111128712)
LOC111102102	111102102	Crassostrea virginica	actin cytoskeleton-regulatory complex protein PAN1-like(LOC111102102)
LOC111115410	111115410	Crassostrea virginica	uncharacterized LOC111115410(LOC111115410)
LOC111128718	111128718	Crassostrea virginica	signal transducer and activator of transcription 5B-like(LOC111128718)
LOC111114118	111114118	Crassostrea virginica	receptor-type tyrosine-protein phosphatase alpha-like(LOC111114118)
LOC111116779	111116779	Crassostrea virginica	tudor and KH domain-containing protein-like(LOC111116779)
LOC111114114	111114114	Crassostrea virginica	integrin alpha-8-like(LOC111114114)
LOC111115445	111115445	Crassostrea virginica	uncharacterized LOC111115445(LOC111115445)
LOC111114113	111114113	Crassostrea virginica	zinc finger protein 626-like(LOC111114113)
LOC111115444	111115444	Crassostrea virginica	uncharacterized LOC111115444(LOC111115444)
LOC111116776	111116776	Crassostrea virginica	(S)-coclaurine N-methyltransferase-like(LOC111116776)
LOC111115446	111115446	Crassostrea virginica	plexin domain-containing protein 2-like(LOC111115446)
LOC111128762	111128762	Crassostrea virginica	uncharacterized LOC111128762(LOC111128762)
LOC111103463	111103463	Crassostrea virginica	uncharacterized LOC111103463(LOC111103463)
LOC111102132	111102132	Crassostrea virginica	DNA-directed RNA polymerase II subunit RPB1-like(LOC111102132)
LOC111127431	111127431	Crassostrea virginica	nuclear pore glycoprotein p62-like(LOC111127431)
LOC111128761	111128761	Crassostrea virginica	uncharacterized LOC111128761(LOC111128761)
LOC111104794	111104794	Crassostrea virginica	uncharacterized LOC111104794(LOC111104794)
LOC111126102	111126102	Crassostrea virginica	ubiquitin-conjugating enzyme E2 Z-like(LOC111126102)
LOC111104792	111104792	Crassostrea virginica	alpha-mannosidase 2C1-like(LOC111104792)
LOC111126107	111126107	Crassostrea virginica	WW domain-binding protein 4-like(LOC111126107)
LOC111127434	111127434	Crassostrea virginica	ribonucleoside-diphosphate reductase large subunit-like(LOC111127434)
LOC111128766	111128766	Crassostrea virginica	vasodilator-stimulated phosphoprotein-like(LOC111128766)
LOC111104799	111104799	Crassostrea virginica	delta-like protein 1(LOC111104799)
LOC111126104	111126104	Crassostrea virginica	uncharacterized LOC111126104(LOC111126104)
LOC111128768	111128768	Crassostrea virginica	striatin-3-like(LOC111128768)
LOC111103465	111103465	Crassostrea virginica	uncharacterized LOC111103465(LOC111103465)
LOC111126106	111126106	Crassostrea virginica	P protein-like(LOC111126106)
LOC111127437	111127437	Crassostrea virginica	60S ribosomal protein L35-like(LOC111127437)
LOC111114110	111114110	Crassostrea virginica	glutamic acid-rich protein-like(LOC111114110)
LOC111115441	111115441	Crassostrea virginica	histone deacetylase 4-like(LOC111115441)
LOC111115437	111115437	Crassostrea virginica	ferrochelatase, mitochondrial-like(LOC111115437)
LOC111114102	111114102	Crassostrea virginica	uncharacterized LOC111114102(LOC111114102)
LOC111115433	111115433	Crassostrea virginica	protein disulfide-isomerase A4-like(LOC111115433)
LOC111115436	111115436	Crassostrea virginica	uncharacterized LOC111115436(LOC111115436)
LOC111126110	111126110	Crassostrea virginica	uncharacterized LOC111126110(LOC111126110)
LOC111103452	111103452	Crassostrea virginica	alpha-taxilin-like(LOC111103452)
LOC111104784	111104784	Crassostrea virginica	beta-parvin-like(LOC111104784)
LOC111126111	111126111	Crassostrea virginica	uncharacterized LOC111126111(LOC111126111)
LOC111103453	111103453	Crassostrea virginica	ribosomal protein S6 kinase alpha-1-like(LOC111103453)
LOC111104783	111104783	Crassostrea virginica	transcriptional enhancer factor TEF-1-like(LOC111104783)
LOC111126112	111126112	Crassostrea virginica	poly [ADP-ribose] polymerase 14-like(LOC111126112)
LOC111127443	111127443	Crassostrea virginica	FK506-binding protein 2-like(LOC111127443)
LOC111103450	111103450	Crassostrea virginica	N-acylethanolamine-hydrolyzing acid amidase-like(LOC111103450)
LOC111104782	111104782	Crassostrea virginica	caspase-8-like(LOC111104782)
LOC111126113	111126113	Crassostrea virginica	sodium- and chloride-dependent glycine transporter 1-like(LOC111126113)
LOC111103451	111103451	Crassostrea virginica	aldehyde dehydrogenase family 16 member A1-like(LOC111103451)
LOC111104781	111104781	Crassostrea virginica	caspase-6-like(LOC111104781)
LOC111104789	111104789	Crassostrea virginica	DUF21 domain-containing protein At1g47330-like(LOC111104789)
LOC111126114	111126114	Crassostrea virginica	sodium- and chloride-dependent glycine transporter 1-like(LOC111126114)
LOC111102125	111102125	Crassostrea virginica	uncharacterized LOC111102125(LOC111102125)
LOC111126115	111126115	Crassostrea virginica	vacuolar protein sorting-associated protein 16 homolog(LOC111126115)
LOC111127446	111127446	Crassostrea virginica	zinc finger protein GLI4-like(LOC111127446)
LOC111104786	111104786	Crassostrea virginica	histidine-rich glycoprotein-like(LOC111104786)
LOC111103455	111103455	Crassostrea virginica	uncharacterized LOC111103455(LOC111103455)
LOC111104785	111104785	Crassostrea virginica	translocator protein-like(LOC111104785)
LOC111116763	111116763	Crassostrea virginica	phospholipid phosphatase 1-like(LOC111116763)
LOC111116760	111116760	Crassostrea virginica	uncharacterized LOC111116760(LOC111116760)
LOC111116761	111116761	Crassostrea virginica	pollen-specific leucine-rich repeat extensin-like protein 2(LOC111116761)
LOC111114139	111114139	Crassostrea virginica	uncharacterized LOC111114139(LOC111114139)
LOC111114136	111114136	Crassostrea virginica	uncharacterized LOC111114136(LOC111114136)
LOC111115466	111115466	Crassostrea virginica	uncharacterized LOC111115466(LOC111115466)
LOC111103485	111103485	Crassostrea virginica	sn1-specific diacylglycerol lipase alpha-like(LOC111103485)
LOC111127411	111127411	Crassostrea virginica	monocarboxylate transporter 12-like(LOC111127411)
LOC111103484	111103484	Crassostrea virginica	mitogen-activated protein kinase kinase kinase 7-interacting protein 3 homolog(LOC111103484)
LOC111103482	111103482	Crassostrea virginica	epithelial cell-transforming sequence 2 oncogene-like(LOC111103482)
LOC111103480	111103480	Crassostrea virginica	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like(LOC111103480)
LOC111127416	111127416	Crassostrea virginica	myotubularin-related protein 9-like(LOC111127416)
LOC111128748	111128748	Crassostrea virginica	galactose-1-phosphate uridylyltransferase-like(LOC111128748)
LOC111128747	111128747	Crassostrea virginica	pyrroline-5-carboxylate reductase 2-like(LOC111128747)
LOC111128744	111128744	Crassostrea virginica	dual specificity mitogen-activated protein kinase kinase 1-like(LOC111128744)
LOC111103489	111103489	Crassostrea virginica	phytochrome-interacting ankyrin-repeat protein 1-like(LOC111103489)
LOC111128743	111128743	Crassostrea virginica	limbic system-associated membrane protein-like(LOC111128743)
LOC111127414	111127414	Crassostrea virginica	archaemetzincin-2-like(LOC111127414)
LOC111128746	111128746	Crassostrea virginica	leucine-rich repeat-containing protein 49-like(LOC111128746)
LOC111102156	111102156	Crassostrea virginica	uncharacterized LOC111102156(LOC111102156)
LOC111102157	111102157	Crassostrea virginica	uncharacterized LOC111102157(LOC111102157)
LOC111115463	111115463	Crassostrea virginica	caspase-7-like(LOC111115463)
LOC111116796	111116796	Crassostrea virginica	uncharacterized LOC111116796(LOC111116796)
LOC111114131	111114131	Crassostrea virginica	uncharacterized LOC111114131(LOC111114131)
LOC111115461	111115461	Crassostrea virginica	uncharacterized LOC111115461(LOC111115461)
LOC111115460	111115460	Crassostrea virginica	nucleoporin p58/p45-like(LOC111115460)
LOC111114125	111114125	Crassostrea virginica	uncharacterized LOC111114125(LOC111114125)
LOC111115455	111115455	Crassostrea virginica	uncharacterized LOC111115455(LOC111115455)
LOC111114126	111114126	Crassostrea virginica	uncharacterized LOC111114126(LOC111114126)
LOC111103474	111103474	Crassostrea virginica	serine/threonine-protein kinase PLK1-like(LOC111103474)
LOC111127420	111127420	Crassostrea virginica	DNA-binding protein SMUBP-2-like(LOC111127420)
LOC111128753	111128753	Crassostrea virginica	pyrroline-5-carboxylate reductase-like(LOC111128753)
LOC111127422	111127422	Crassostrea virginica	zinc finger protein ZPR1-like(LOC111127422)
LOC111102140	111102140	Crassostrea virginica	N66 matrix protein-like(LOC111102140)
LOC111127427	111127427	Crassostrea virginica	intracellular protein transport protein USO1-like(LOC111127427)
LOC111128759	111128759	Crassostrea virginica	solute carrier family 25 member 45-like(LOC111128759)
LOC111128758	111128758	Crassostrea virginica	AT-rich interactive domain-containing protein 4B-like(LOC111128758)
LOC111127424	111127424	Crassostrea virginica	zinc finger C2HC domain-containing protein 1A-like(LOC111127424)
LOC111128754	111128754	Crassostrea virginica	metastasis-associated protein MTA3-like(LOC111128754)
LOC111103479	111103479	Crassostrea virginica	uncharacterized LOC111103479(LOC111103479)
LOC111128757	111128757	Crassostrea virginica	uncharacterized protein K02A2.6-like(LOC111128757)
LOC111128756	111128756	Crassostrea virginica	integrator complex subunit 7-like(LOC111128756)
LOC111102146	111102146	Crassostrea virginica	UDP-glucose:glycoprotein glucosyltransferase 1-like(LOC111102146)
LOC111116784	111116784	Crassostrea virginica	uncharacterized LOC111116784(LOC111116784)
LOC111114121	111114121	Crassostrea virginica	uncharacterized protein K02A2.6-like(LOC111114121)
LOC111115452	111115452	Crassostrea virginica	uncharacterized LOC111115452(LOC111115452)
LOC111114120	111114120	Crassostrea virginica	uncharacterized LOC111114120(LOC111114120)
LOC111115454	111115454	Crassostrea virginica	uncharacterized LOC111115454(LOC111115454)
LOC111114122	111114122	Crassostrea virginica	uncharacterized protein K02A2.6-like(LOC111114122)
LOC111138129	111138129	Crassostrea virginica	uncharacterized LOC111138129(LOC111138129)
LOC111138126	111138126	Crassostrea virginica	DNA ligase 3-like(LOC111138126)
LOC111114158	111114158	Crassostrea virginica	uncharacterized LOC111114158(LOC111114158)
LOC111115488	111115488	Crassostrea virginica	uncharacterized LOC111115488(LOC111115488)
LOC111126143	111126143	Crassostrea virginica	uncharacterized LOC111126143(LOC111126143)
LOC111127475	111127475	Crassostrea virginica	nucleolar protein 58-like(LOC111127475)
LOC111126145	111126145	Crassostrea virginica	SLAIN motif-containing protein 2-like(LOC111126145)
LOC111127477	111127477	Crassostrea virginica	protein phosphatase methylesterase 1-like(LOC111127477)
LOC111127470	111127470	Crassostrea virginica	growth hormone secretagogue receptor type 1-like(LOC111127470)
LOC111126140	111126140	Crassostrea virginica	protein O-mannosyl-transferase 1-like(LOC111126140)
LOC111127472	111127472	Crassostrea virginica	heat shock 70 kDa protein 12A-like(LOC111127472)
LOC111127473	111127473	Crassostrea virginica	uncharacterized LOC111127473(LOC111127473)
LOC111126147	111126147	Crassostrea virginica	serine/threonine-protein phosphatase 1 regulatory subunit 10-like(LOC111126147)
LOC111127478	111127478	Crassostrea virginica	transmembrane protein 232-like(LOC111127478)
